Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,Region,Region Type,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,1.010140874,0.9%,0.1%,Dublin,17,-5.6%,-34.6%,29,0.0%,-17.1%,10,-22,-4,364.546104360,-0.096401097,0.051765288,485000,0.087565871,0.078976641,391.380826737,0.069563877,0.213511897,$489K,-5.0%,15.7%,1.7,0.100000000,0.4,21,10.5%,0.0%,10/1/2014,30,10/31/2014,0.344827586,0.068965517,0.173399015,Condo/Co-op,"Dublin, CA",place,0.470588235,-0.140522876,0.047511312,California,CA,5159
Value,,1,1.073886478,0.4%,4.4%,Alameda,10,42.9%,100.0%,7,0.0%,-58.8%,13,2,1,327.687720658,-0.029129869,0.240212830,364000,0.217391304,0.217391304,373.448800809,0.163500486,0.383254358,$342K,26.7%,36.8%,0.7,-0.3,-2.7,8,-38.5%,-20.0%,7/1/2013,30,7/31/2013,,,,Condo/Co-op,"Alameda, CA",place,0.6,-0.257142857,0,California,CA,117
Value,,1,1.096921338,0.8%,4.0%,Alameda,9,50.0%,50.0%,6,-25.0%,-25.0%,14,0,4,462.713387242,-0.017207847,0.099532490,445000,-0.208185053,-0.051172708,512.820512821,-0.001628807,0.131344846,$651K,44.7%,36.1%,0.7,-0.6,-0.6,6,-50.0%,-60.0%,4/1/2016,30,4/30/2016,,,,Condo/Co-op,"Alameda, CA",place,0.777777778,-0.055555556,0.111111111,California,CA,117
Value,,1,1.085953280,4.1%,10.2%,San Ramon,14,-6.7%,40.0%,1,-66.7%,-96.8%,15,5,-81,293.124296963,0.110532683,0.269606249,441975,0.430339806,0.841946239,267.108759392,-0.077414825,0.183250161,$227K,-27.9%,48.9%,0.1,-0.1,-3,2,-81.8%,-88.9%,12/1/2012,30,12/31/2012,,,,Condo/Co-op,"San Ramon, CA",place,0.857142857,0.057142857,0.357142857,California,CA,17519
Value,,1,0.999008638,-0.7%,-2.3%,Dublin,21,23.5%,10.5%,24,-27.3%,140.0%,30,6,17,389.967897271,0.069287124,0.336974144,405000,-0.002340190,-0.123376623,365.853658537,0.071159165,0.262785208,$435K,-9.4%,27.9%,1.1,-0.8,0.6,11,-31.3%,37.5%,12/1/2013,30,12/31/2013,0.375,0.162878788,0.275,Condo/Co-op,"Dublin, CA",place,0.476190476,0.123249300,-0.208020050,California,CA,5159
Value,,1,1.052234355,-2.8%,-1.7%,Alameda,6,-40.0%,-14.3%,13,44.4%,85.7%,16,3,5,436.891271903,0.113635973,0.294417396,487000,0.135264293,0.628762542,435.237367056,-0.040548435,0.356006197,$435K,-7.4%,61.1%,2.2,1.3,1.2,12,20.0%,-7.7%,6/1/2014,30,6/30/2014,0.153846154,,0.010989011,Condo/Co-op,"Alameda, CA",place,0.666666667,-0.133333333,-0.190476190,California,CA,117
Value,,1,0.986641964,-1.1%,-0.9%,San Ramon,14,-41.7%,16.7%,12,-42.9%,-14.3%,48,16,31,436.308229658,-0.031909034,0.097169762,422500,-0.161706349,0.033007335,449.384787472,0.057390467,0.117876047,$451K,0.8%,12.8%,0.9,0,-0.3,12,71.4%,-20.0%,1/1/2015,30,1/31/2015,,,,Condo/Co-op,"San Ramon, CA",place,0.071428571,-0.220238095,-0.345238095,California,CA,17519
Value,,1,1.034447571,2.9%,4.8%,San Ramon,19,-24.0%,-17.4%,14,16.7%,-81.3%,15,-2,-61,283.417085427,0.285676503,0.319792995,316950,0.546097561,0.751104972,247.236180905,0.051523176,0.164342467,$246K,-2.0%,7.0%,0.7,0.2,-2.6,16,6.7%,-30.4%,5/1/2012,30,5/31/2012,0.071428571,-0.011904762,-0.208571429,Condo/Co-op,"San Ramon, CA",place,0.578947368,0.098947368,0.231121281,California,CA,17519
Value,,1,1.050042792,-0.8%,4.1%,Berkeley,4,-60.0%,-71.4%,19,72.7%,-13.6%,11,-14,-31,514.541387025,-0.027049014,0.299890314,479500,0.235824742,0.117715618,540.417360594,0.223301512,0.544614758,$600K,22.4%,54.8%,4.8,3.7,3.2,16,128.6%,100.0%,9/1/2013,30,9/30/2013,0.157894737,-0.114832536,0.066985646,Condo/Co-op,"Berkeley, CA",place,0.5,-0.1,0,California,CA,1590
Value,,1,1.053799932,0.1%,2.8%,Oakland,61,-7.6%,1.7%,34,-34.6%,-32.0%,21,4,-8,441.176470588,0.072369246,0.084860174,349000,-0.116455696,-0.102827763,430.701754386,-0.015656325,0.137959372,$460K,13.6%,23.5%,0.6,-0.2,-0.2,25,-7.4%,8.7%,12/1/2014,30,12/31/2014,0.382352941,0.151583710,0.322352941,Condo/Co-op,"Oakland, CA",place,0.672131148,-0.039990065,0.122131148,California,CA,13654
Value,,1,1.055826290,1.8%,1.7%,Alameda,10,11.1%,25.0%,4,-50.0%,-55.6%,14,-17,-14,552.803129074,-0.036076037,0.063509026,619000,0.051826678,0.105357143,583.702324073,0.002670881,-0.007460893,$618K,6.5%,7.9%,0.4,-0.5,-0.7,9,-25.0%,-40.0%,6/1/2018,30,6/30/2018,0.25,,,Condo/Co-op,"Alameda, CA",place,1,0.222222222,0.5,California,CA,117
Value,,1,1.078573220,-1.5%,1.8%,Oakland,58,-20.5%,-1.7%,38,-41.5%,-54.2%,16,1,0,532.754538279,-0.012423842,-0.060251968,582000,0.005181347,0.059144677,602.959100931,0.025030472,0.062482997,$530K,-10.2%,-3.6%,0.7,-0.2,-0.7,44,-38.0%,-8.3%,11/1/2017,30,11/30/2017,0.157894737,0.050202429,0.001268231,Condo/Co-op,"Oakland, CA",place,0.741379310,-0.080538498,0.063413209,California,CA,13654
Value,,1,1.053180748,0.4%,7.4%,Fremont,27,-6.9%,-32.5%,24,20.0%,-74.2%,25,13,-13,257.602078725,0.152474116,0.184236492,269500,0.253488372,0.253779949,265.147231409,-0.058096026,0.244951627,$260K,-9.7%,31.3%,0.9,0.2,-1.4,26,4.0%,-40.9%,11/1/2012,30,11/30/2012,0.083333333,0.033333333,-0.163978495,Condo/Co-op,"Fremont, CA",place,0.666666667,-0.057471264,0.391666667,California,CA,6671
Value,,1,0.988665878,-7.5%,-0.9%,Alameda,7,-12.5%,16.7%,3,0.0%,-40.0%,34,19,14,423.558897243,0.170929755,0.132908138,389500,0.222919937,0.007761966,400.921658986,-0.083082136,0.165783199,$439K,-14.0%,0.6%,0.4,0,-0.4,5,150.0%,-16.7%,1/1/2015,30,1/31/2015,,,,Condo/Co-op,"Alameda, CA",place,0.428571429,-0.321428571,0.095238095,California,CA,117
Value,,1,1.220854863,8.0%,17.4%,Berkeley,12,50.0%,9.1%,12,-25.0%,-7.7%,15,-4,-10,639.656863674,0.058234771,0.210615496,599000,0.061116032,0.305010893,723.817734803,0.064462927,0.583756417,$655K,7.8%,31.0%,1,-1,-0.2,16,-11.1%,-5.9%,6/1/2015,30,6/30/2015,,,,Condo/Co-op,"Berkeley, CA",place,1,0.25,0.454545455,California,CA,1590
Value,,1,1.045211704,1.5%,4.0%,San Ramon,9,-40.0%,-64.0%,10,66.7%,-16.7%,12,1,-5,362.909090909,-0.044668521,0.646279335,399000,0.010126582,0.946341463,355.140186916,0.004769047,0.510451002,$380K,-5.1%,51.4%,1.1,0.7,0.6,15,36.4%,0.0%,4/1/2013,30,4/30/2013,0.1,-0.066666667,0.016666667,Condo/Co-op,"San Ramon, CA",place,0.666666667,-0.133333333,0.186666667,California,CA,17519
Value,,1,1.101788144,3.4%,5.4%,Alameda,3,-70.0%,-62.5%,9,80.0%,-35.7%,13,-9,-2,512.124108417,0.166703002,0.093192590,579950,0.067065317,0.498578811,519.572953737,-0.016520923,0.068910725,$438K,-6.3%,-12.1%,3,2.5,1.2,11,83.3%,10.0%,9/1/2016,30,9/30/2016,0.333333333,-0.066666667,0.190476190,Condo/Co-op,"Alameda, CA",place,1,0.2,0.125,California,CA,117
Value,,1,1.019427006,2.5%,2.2%,San Ramon,15,50.0%,-37.5%,9,-43.8%,-57.1%,15,-14,-17,507.686453577,0.146799045,0.126466649,454000,-0.157699443,-0.099206349,470.793374019,-0.002018699,0.107764302,$510K,3.6%,14.0%,0.6,-1,-0.3,8,-52.9%,14.3%,12/1/2015,30,12/31/2015,,,,Condo/Co-op,"San Ramon, CA",place,0.666666667,0.466666667,0.375,California,CA,17519
Value,,1,1.016667025,-1.1%,-3.3%,San Ramon,15,-6.3%,0.0%,29,93.3%,141.7%,9,0,-3,383.920505872,0.001690905,0.055041185,449000,0.088484848,0.154241645,382.914572864,0.004207780,0.012302894,$381K,-6.3%,-12.4%,1.9,1,1.1,33,83.3%,120.0%,5/1/2014,30,5/31/2014,0.103448276,-0.163218391,0.020114943,Condo/Co-op,"San Ramon, CA",place,0.733333333,-0.079166667,0.133333333,California,CA,17519
Value,,1,1.024735928,0.6%,3.8%,Oakland,45,7.1%,25.0%,51,-12.1%,-75.1%,20,-20,-56,272.727272727,-0.026666667,0.345261553,237000,-0.196610169,0.193954660,351.778656126,0.215670272,0.974391092,$325K,19.9%,76.6%,1.1,-0.3,-4.6,46,48.4%,-34.3%,1/1/2013,30,1/31/2013,0.058823529,-0.044624746,-0.204591105,Condo/Co-op,"Oakland, CA",place,0.533333333,0.080952381,0.255555556,California,CA,13654
Value,,1,1.112977840,-1.2%,4.5%,Oakland,52,85.7%,-13.3%,48,20.0%,-31.4%,14,0,0,562.162057881,-0.018550862,0.025944723,540000,-0.060869565,-0.026105776,653.192575575,-0.047156237,0.137583976,$623K,-2.9%,2.1%,0.9,-0.5,-0.3,81,62.0%,9.5%,3/1/2018,30,3/31/2018,0.104166667,-0.070833333,0.018452381,Condo/Co-op,"Oakland, CA",place,0.769230769,-0.008547009,0.002564103,California,CA,13654
Value,,1,1.059406969,1.4%,-0.8%,Alameda,14,27.3%,40.0%,10,-33.3%,100.0%,22,4,0,510.484927916,-0.096309943,0.162968679,769000,0.508138851,0.414903404,528.202881531,-0.047183540,-0.000185674,$551K,-18.4%,17.9%,0.7,-0.7,0.2,12,-7.7%,100.0%,8/1/2017,30,8/31/2017,0.3,0.166666667,-0.1,Condo/Co-op,"Alameda, CA",place,0.642857143,-0.175324675,-0.157142857,California,CA,117
Value,,1,1.037945744,-0.9%,-2.2%,Fremont,36,-7.7%,16.1%,43,16.2%,-15.7%,14,1,0,417.399700720,0.043499252,0.221753916,412950,0.061873856,0.242048274,414.170710929,-0.060400956,0.075003090,$411K,-6.6%,5.4%,1.2,0.3,-0.4,42,13.5%,-12.5%,7/1/2014,30,7/31/2014,0.162790698,0.000628536,-0.111719106,Condo/Co-op,"Fremont, CA",place,0.777777778,0.085470085,-0.125448029,California,CA,6671
Value,,1,0.995781764,-1.8%,-0.1%,Dublin,8,-65.2%,-11.1%,7,-12.5%,-36.4%,28,-1,-5,411.967614205,-0.148556446,0.033280807,663500,0.158951965,0.252019081,485.923348774,0.216848325,0.273137545,$560K,-7.5%,2.7%,0.9,0.6,-0.3,16,100.0%,-11.1%,1/1/2017,30,1/31/2017,0.428571429,0.053571429,,Condo/Co-op,"Dublin, CA",place,0.25,-0.097826087,0.027777778,California,CA,5159
Value,,1,1.020595180,4.2%,3.0%,Dublin,11,-45.0%,-45.0%,25,-21.9%,-63.2%,181,150,133,255.952380952,0.038070257,0.074591011,278900,-0.140523883,-0.067224080,248.633879781,0.110606124,0.006602581,$320K,-1.7%,4.6%,2.3,0.7,-1.1,19,-26.9%,-9.5%,4/1/2012,30,4/30/2012,0.2,0.075,-0.005882353,Condo/Co-op,"Dublin, CA",place,0.454545455,0.154545455,0.204545455,California,CA,5159
Value,,1,1.005039542,0.8%,1.7%,San Ramon,25,0.0%,47.1%,12,-50.0%,-86.4%,17,-16,-60,220.441988950,-0.072907523,-0.103537197,205000,-0.145477282,-0.127659574,235.121951220,-0.070304678,0.065345669,$251K,2.4%,43.4%,0.5,-0.5,-4.7,15,-44.4%,-53.1%,4/1/2012,30,4/30/2012,0.083333333,-0.041666667,-0.121212121,Condo/Co-op,"San Ramon, CA",place,0.48,0,0.185882353,California,CA,17519
Value,,1,1.050034059,-2.5%,-1.2%,Alameda,6,-14.3%,-40.0%,8,60.0%,-52.9%,13,-1,-1,458.428506167,-0.040721245,0.050019578,474000,-0.135036496,-0.002105263,486.404690973,-0.017378420,0.077495001,$490K,2.9%,2.0%,1.3,0.6,-0.4,10,42.9%,-41.2%,6/1/2016,30,6/30/2016,,,,Condo/Co-op,"Alameda, CA",place,1,0.142857143,0.2,California,CA,117
Value,,1,1.047934661,0.5%,-1.8%,Alameda,7,0.0%,-22.2%,7,-30.0%,-36.4%,15,0,0,560.503388190,-0.069071381,0.052915994,420000,-0.437374414,-0.298831386,577.889447236,-0.061395688,-0.015075377,$575K,-5.7%,8.5%,1,-0.4,-0.2,7,16.7%,-36.4%,3/1/2018,30,3/31/2018,0.142857143,-0.157142857,0.051948052,Condo/Co-op,"Alameda, CA",place,0.857142857,0,-0.142857143,California,CA,117
Value,,1,1.011740962,-3.8%,-1.4%,Berkeley,8,100.0%,-11.1%,16,-15.8%,-15.8%,24,13,4,450.241285753,-0.124965849,0.052713149,431000,-0.101147028,0.224431818,540.700040700,0.000523077,0.173549462,$423K,-29.6%,0.1%,2,-2.8,-0.1,8,-50.0%,-11.1%,10/1/2013,30,10/31/2013,0.3125,0.154605263,0.101973684,Condo/Co-op,"Berkeley, CA",place,0.5,0,-0.055555556,California,CA,1590
Value,,1,1.122447057,6.5%,1.5%,Alameda,3,-50.0%,-50.0%,9,50.0%,-10.0%,10,-4,-2,486.715551416,0.134168210,0.629561524,425000,0.003541913,0.492275281,458.128078818,0.092038260,0.241461768,$465K,12.0%,27.0%,3,2,1.3,11,83.3%,-31.3%,4/1/2014,30,4/30/2014,0.111111111,-0.055555556,,Condo/Co-op,"Alameda, CA",place,1,0.166666667,0,California,CA,117
Value,,1,1.003751055,-0.2%,2.3%,Fremont,27,-27.0%,3.8%,33,13.8%,-65.3%,14,-13,-18,257.155450619,0.203717806,0.064151089,249750,0.056695579,0.001427460,247.957992999,0.094489740,0.158604557,$240K,3.0%,11.6%,1.2,0.4,-2.5,44,100.0%,22.2%,7/1/2012,30,7/31/2012,0.181818182,-0.025078370,-0.018181818,Condo/Co-op,"Fremont, CA",place,0.444444444,0.093093093,0.136752137,California,CA,6671
Value,,1,1.011685585,-0.1%,-0.2%,San Ramon,25,25.0%,66.7%,6,-50.0%,-81.3%,9,-10,-7,508.635578584,0.076000214,0.016329239,595000,-0.024590164,0.082014912,448.755066589,-0.111087369,-0.033337447,$650K,18.7%,32.7%,0.2,-0.4,-1.9,17,-32.0%,-37.0%,9/1/2017,30,9/30/2017,0.333333333,0.25,0.114583333,Condo/Co-op,"San Ramon, CA",place,0.6,0.050000000,-0.133333333,California,CA,17519
Value,,1,1.057614516,1.9%,1.7%,Alameda,6,500.0%,-40.0%,6,0.0%,,14,3,-4,429.138770542,0.061336070,0.233602936,423500,0.131010245,0.366129032,419.516509434,0.174646226,0.464634616,$415K,3.8%,45.7%,1,-5,,6,0.0%,-33.3%,3/1/2014,30,3/31/2014,0.166666667,,,Condo/Co-op,"Alameda, CA",place,0.833333333,-0.166666667,0.133333333,California,CA,117
Value,,1,1.045309031,1.5%,1.7%,Fremont,40,0.0%,2.6%,11,-57.7%,-73.2%,15,1,1,533.186435070,-0.059173936,0.057847754,549944,8.001454810e-05,0.101332949,573.049890540,0.021728269,0.059665224,$580K,4.7%,11.5%,0.3,-0.4,-0.8,22,-37.1%,-42.1%,6/1/2017,30,6/30/2017,0.090909091,-0.101398601,-0.201773836,Condo/Co-op,"Fremont, CA",place,0.875,0.15,0.131410256,California,CA,6671
Value,,1,1.005626672,0.3%,1.1%,San Ramon,12,-33.3%,20.0%,14,-26.3%,-12.5%,15,0,-14,478.639930253,0.009406247,0.081186648,475000,-0.156305506,-0.118738404,484.051382085,-0.025592819,0.026085443,$514K,-7.1%,4.5%,1.2,0.100000000,-0.4,15,25.0%,-11.8%,11/1/2016,30,11/30/2016,0.142857143,-0.278195489,-0.107142857,Condo/Co-op,"San Ramon, CA",place,0.5,0,0.3,California,CA,17519
Value,,1,1.084587681,1.0%,-9.1%,Berkeley,7,-41.7%,-41.7%,7,-30.0%,-36.4%,15,-2,0,510.223048327,-0.121703769,-0.083753781,549000,-0.106590724,0.051724138,759.390862944,0.009657678,0.228574676,$665K,-1.6%,0.4%,1,0.2,0.1,5,-16.7%,-37.5%,9/1/2016,30,9/30/2016,0.142857143,-0.157142857,-0.038961039,Condo/Co-op,"Berkeley, CA",place,0.714285714,-0.119047619,-0.202380952,California,CA,1590
Value,,1,1.040146251,2.1%,2.5%,Dublin,15,150.0%,25.0%,12,100.0%,-20.0%,8,-4,0,460.092165899,-0.061923337,0.045086767,725000,0.119691120,0.177139146,505.836575875,-0.049824457,0.047032602,$650K,11.6%,6.1%,0.8,-0.2,-0.5,17,-5.6%,-37.0%,2/1/2018,30,2/28/2018,,,,Condo/Co-op,"Dublin, CA",place,0.866666667,0.2,0.283333333,California,CA,5159
Value,,1,1.047270028,0.6%,-1.5%,Fremont,39,11.4%,105.3%,37,2.8%,-9.8%,13,1,0,400,0.005025126,0.095778252,388888,-0.027507702,0.044134783,440.795159896,0.088424972,0.141236784,$440K,4.8%,4.8%,0.9,-0.1,-1.3,37,-9.8%,-22.9%,6/1/2014,30,6/30/2014,0.162162162,-0.087837838,-0.032959789,Condo/Co-op,"Fremont, CA",place,0.692307692,-0.164835165,-0.149797571,California,CA,6671
Value,,1,1.037099994,-0.6%,-0.8%,Alameda,10,-23.1%,-28.6%,5,-37.5%,-54.5%,32,15,15,378.995276568,-0.099018566,0.103132241,337000,-0.145645836,-0.110817942,421.545504994,0.081396129,0.196187465,$485K,3.2%,35.3%,0.5,-0.1,-0.3,4,-50.0%,-75.0%,8/1/2014,30,8/31/2014,0.2,-0.05,,Condo/Co-op,"Alameda, CA",place,0.7,-0.069230769,0.057142857,California,CA,117
Value,,1,1.019859665,-4.3%,4.1%,Alameda,5,-44.4%,-37.5%,4,-55.6%,-83.3%,15,-27,-111,333.692142088,0.211805729,0.471183595,310000,0.181177367,0.302521008,266.927083333,-0.071681653,0.006801857,$295K,4.8%,40.3%,0.8,-0.2,-2.2,5,-16.7%,66.7%,12/1/2012,30,12/31/2012,0.25,,-0.041666667,Condo/Co-op,"Alameda, CA",place,0.8,0.355555556,0.55,California,CA,117
Value,,1,1.006397588,-0.3%,0.4%,Dublin,17,-34.6%,54.5%,33,-5.7%,200.0%,24,10,-2,364.698955560,0.052206284,0.365514743,405950,-0.096885428,0.075364238,341.549295775,0.059004697,0.313976558,$480K,13.5%,19.7%,1.9,0.6,0.9,16,-23.8%,60.0%,11/1/2013,30,11/30/2013,0.212121212,0.040692641,,Condo/Co-op,"Dublin, CA",place,0.352941176,-0.070135747,-0.101604278,California,CA,5159
Value,,1,1.032895816,-4.9%,-3.0%,Alameda,9,0.0%,0.0%,4,-50.0%,-55.6%,21,4,-21,311.224605607,-0.065992969,0.130214688,359000,0.097859327,0.367879596,350.117096019,-0.032315249,0.217636366,$330K,-19.5%,17.2%,0.4,-0.5,-0.6,5,-37.5%,-16.7%,11/1/2013,30,11/30/2013,0.25,0.125,,Condo/Co-op,"Alameda, CA",place,0.666666667,0,0.222222222,California,CA,117
